year,yearcount,weekofyear,station_max_temp_c,station_min_temp_c,cum_rain_prior_24_wks,avg_max_temp_prior_22_wks,cum_rain_prior_24_wks_shift_0,cum_rain_prior_24_wks_shift_1,cum_rain_prior_24_wks_shift_2,cum_rain_prior_24_wks_shift_3,cum_rain_prior_24_wks_shift_4,cum_rain_prior_24_wks_shift_5,cum_rain_prior_24_wks_shift_6,cum_rain_prior_24_wks_shift_7,cum_rain_prior_24_wks_shift_8,cum_rain_prior_24_wks_shift_9,cum_rain_prior_24_wks_shift_10,cum_rain_prior_24_wks_shift_11,cum_rain_prior_24_wks_shift_12,cum_rain_prior_24_wks_shift_13,cum_rain_prior_24_wks_shift_14,cum_rain_prior_24_wks_shift_15,cum_rain_prior_24_wks_shift_16,cum_rain_prior_24_wks_shift_17,cum_rain_prior_24_wks_shift_18,cum_rain_prior_24_wks_shift_19,cum_rain_prior_24_wks_shift_20,cum_rain_prior_24_wks_shift_21,cum_rain_prior_24_wks_shift_22,cum_rain_prior_24_wks_shift_23,cum_rain_prior_24_wks_shift_24,cum_rain_prior_24_wks_shift_25,cum_rain_prior_24_wks_shift_26,cum_rain_prior_24_wks_shift_27,cum_rain_prior_24_wks_shift_28,cum_rain_prior_24_wks_shift_29,cum_rain_prior_24_wks_shift_30,cum_rain_prior_24_wks_shift_31,cum_rain_prior_24_wks_shift_32,cum_rain_prior_24_wks_shift_33,cum_rain_prior_24_wks_shift_34,cum_rain_prior_24_wks_shift_35,cum_rain_prior_24_wks_shift_36,cum_rain_prior_24_wks_shift_37,cum_rain_prior_24_wks_shift_38,cum_rain_prior_24_wks_shift_39,cum_rain_prior_24_wks_shift_40,cum_rain_prior_24_wks_shift_41,cum_rain_prior_24_wks_shift_42,cum_rain_prior_24_wks_shift_43,cum_rain_prior_24_wks_shift_44,cum_rain_prior_24_wks_shift_45
1991,1,51,28.9,20.6,810.6099999999997,32.24545454545453,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999,728.1299999999999,871.8599999999999,904.63,933.49,956.38
1991,1,52,28.3,19.4,804.4799999999997,32.040909090909075,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999,728.1299999999999,871.8599999999999,904.63,933.49
1992,1,1,29.450000000000006,20.0,875.2349999999997,31.86590909090908,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999,728.1299999999999,871.8599999999999,904.63
1992,1,2,30.6,20.6,1019.5049999999997,31.76590909090908,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999,728.1299999999999,871.8599999999999
1992,1,3,31.1,21.7,974.2149999999997,31.66590909090909,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999,728.1299999999999
1992,1,4,30.6,20.0,960.9249999999997,31.49318181818181,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56,676.7399999999999
1992,1,5,28.9,20.0,960.9249999999997,31.34318181818181,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14,645.56
1992,1,6,30.6,20.0,909.0449999999997,31.17045454545454,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993,594.14
1992,1,7,32.2,20.0,853.8449999999997,31.09318181818181,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999,463.50999999999993
1992,1,8,33.9,21.7,787.9449999999997,31.120454545454546,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993,342.4799999999999
1992,1,9,29.4,21.7,754.3849999999996,30.96590909090909,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96,285.69999999999993
1992,1,10,31.1,20.6,724.8549999999997,30.888636363636365,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96,297.96
1992,1,11,31.7,21.7,674.5249999999999,30.888636363636365,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999,277.96
1992,1,12,31.1,21.7,642.8449999999998,30.76136363636364,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85,293.2999999999999
1992,1,13,32.2,22.2,610.7449999999999,30.73409090909092,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05,263.85
1992,1,14,31.1,21.7,729.7249999999998,30.6568181818182,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42,305.05
1992,1,15,32.8,21.7,722.6949999999998,30.68409090909092,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05,360.42
1992,1,16,31.7,22.8,733.1949999999998,30.71136363636365,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14,316.05
1992,1,17,31.7,22.2,726.435,30.78863636363637,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39,322.14
1992,2,18,33.9,23.3,647.7049999999998,30.9659090909091,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3,366.39
1992,2,19,33.9,22.2,661.6249999999999,31.1159090909091,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0,424.3
1992,2,20,31.1,22.8,629.2249999999998,31.19318181818183,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13,451.0
1992,2,21,32.8,23.3,701.0749999999998,31.370454545454553,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8,457.13
1992,2,22,31.7,23.9,887.3249999999998,31.52500000000001,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38,486.8
1992,2,23,31.7,22.8,929.565,31.62727272727274,929.565,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74,543.38
1992,2,24,32.8,24.4,972.775,31.727272727272734,972.775,929.565,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03,573.74
1992,2,25,32.8,24.4,924.42,31.804545454545465,924.42,972.775,929.565,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24,587.03
1992,2,26,32.8,23.9,776.5300000000002,31.90454545454546,776.5300000000002,924.42,972.775,929.565,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12,555.24
1992,2,27,33.3,25.6,784.1500000000002,32.10454545454546,784.1500000000002,776.5300000000002,924.42,972.775,929.565,887.3249999999998,701.0749999999998,629.2249999999998,661.6249999999999,647.7049999999998,726.435,733.1949999999998,722.6949999999998,729.7249999999998,610.7449999999999,642.8449999999998,674.5249999999999,724.8549999999997,754.3849999999996,787.9449999999997,853.8449999999997,909.0449999999997,960.9249999999997,960.9249999999997,974.2149999999997,1019.5049999999997,875.2349999999997,804.4799999999997,810.6099999999997,837.3099999999997,911.0699999999997,955.3199999999997,926.0699999999997,934.15,910.7899999999997,919.03,850.5799999999997,835.7199999999997,832.4299999999997,833.0499999999997,845.9399999999998,778.39,761.78,728.22,662.32,607.12
